 10,  2,  4,  0,  0,  1,  1, 1000
  3, 17,  0,  1,  0,  0, -1, 1000
  4,  1,  2,  0,  1,  0,  1, 1000
  3,  1,  1,  0,  1,  0, -1, 1000
  5,  3,  0,  0,  0,  1,  1, 1000
  5, 17,  1,  2,  0,  3, -1, 1000
 10,  9,  0,  0,  0,  0,  1, 1000
  0, 18,  0,  1,  0,  3, -1, 1000
  6,  0,  0,  0,  0,  1,  1, 1000
  4, 17,  0,  3,  0,  0, -1, 1000
  8,  0,  0,  0,  0,  0,  1, 1000
  0,  7,  0,  0,  0,  1, -1, 1000
  9,  1,  1,  0,  1,  0,  1, 1000
  1,  9,  0,  0,  0,  0, -1, 1000
 18,  3,  4,  0,  0,  0,  1, 1000
  1, 15,  0,  5,  0,  1, -1, 1000
 16,  0,  6,  0,  0,  1,  1, 1000
  3, 10,  0,  3,  0,  1, -1, 1000
 15,  3,  5,  0,  0,  0,  1, 1000
  3,  4,  0,  0,  0,  1, -1, 1000
 14,  2,  4,  0,  1,  0,  1, 1000
  2, 16,  0,  1,  0,  2, -1, 1000
 11, 11,  4,  0,  0,  2,  1, 1000
  6, 17,  2,  5,  0,  0, -1, 1000
 11,  4,  4,  0,  1,  0,  1, 1000
  2, 11,  0,  2,  0,  0, -1, 1000
  8,  2,  2,  0,  0,  0,  1, 1000
  6, 18,  0,  0,  0,  2, -1, 1000
  4,  2,  0,  0,  2,  1,  1, 1000
  0, 19,  0,  1,  0,  1, -1, 1000
  7,  2,  5,  0,  2,  0,  1, 1000
  2, 13,  0,  0,  0,  1, -1, 1000
 10,  7,  4,  0,  1,  0,  1, 1000
  0, 20,  0,  3,  0,  0, -1, 1000
 15,  3,  2,  1,  1,  1,  1, 1000
  1, 12,  0,  0,  0,  0, -1, 1000
 15,  3,  2,  0,  0,  0,  1, 1000
  2, 15,  0,  1,  0,  0, -1, 1000
  2,  1,  0,  0,  0,  0,  1, 1000
  3, 13,  0,  3,  0,  1, -1, 1000
  2,  0,  1,  1,  0,  0,  1, 1000
  2,  6,  0,  0,  0,  1, -1, 1000
  3,  5,  0,  1,  0,  0,  1, 1000
  4, 12,  0,  0,  0,  0, -1, 1000
  2, 13,  0,  0,  0,  2,  1, 1000
  1, 12,  0,  0,  0,  0, -1, 1000
  7,  2,  0,  0,  0,  0,  1, 1000
  1,  8,  0,  0,  0,  0, -1, 1000
  2,  8,  0,  0,  0,  0,  1, 1000
  2, 19,  2,  0,  0,  1, -1, 1000
  6,  4,  0,  0,  0,  0,  1, 1000
  1, 12,  1,  2,  0,  1, -1, 1000
  5, 10,  0,  0,  0,  0,  1, 1000
  3, 12,  0,  0,  0,  2, -1, 1000
  4,  6,  0,  0,  0,  1,  1, 1000
  2, 11,  0,  1,  0,  0, -1, 1000
  5,  3,  0,  0,  0,  0,  1, 1000
  4,  5,  0,  0,  0,  0, -1, 1000
  8,  3,  0,  0,  1,  0,  1, 1000
  4,  7,  0,  0,  0,  1, -1, 1000
  9,  3,  3,  0,  1,  0,  1, 1000
  2,  5,  0,  0,  0,  0, -1, 1000
  7,  0,  5,  1,  2,  1,  1, 1000
  1,  4,  1,  0,  0,  1, -1, 1000
  7,  5,  0,  0,  0,  0,  1, 1000
  2,  5,  0,  0,  0,  0, -1, 1000
  9,  2,  0,  0,  1,  1,  1, 1000
 19,  6,  1,  0,  1,  1, -1, 1000
  5,  4,  0,  0,  0,  0,  1, 1000
  3, 10,  0,  0,  3,  1, -1, 1000
  4,  0,  0,  0,  0,  0,  1, 1000
  6,  5,  1,  0,  0,  0, -1, 1000
  4,  4,  0,  3,  0,  1,  1, 1000
  1,  6,  0,  0,  0,  0, -1, 1000
  5,  1,  0,  0,  0,  0,  1, 1000
  2,  7,  0,  0,  0,  0, -1, 1000
 11,  3,  1,  0,  2,  0,  1, 1000
  0,  9,  0,  0,  0,  1, -1, 1000
 11,  4,  2,  1,  1,  0,  1, 1000
  1,  8,  0,  1,  0,  0, -1, 1000
  6,  6,  0,  0,  0,  0,  1, 1000
  7, 14,  0,  0,  0,  0, -1, 1000
  4,  9,  1,  0,  0,  1,  1, 1000
  2, 20,  0,  0,  0,  2, -1, 1000
 12,  3,  0,  1,  0,  0,  1, 1000
  1, 14,  0,  2,  0,  0, -1, 1000
  9,  3,  1,  0,  1,  0,  1, 1000
  2,  8,  1,  0,  0,  0, -1, 1000
  5,  5,  0,  0,  1,  1,  1, 1000
  7, 12,  0,  1,  0,  0, -1, 1000
  6,  7,  0,  0,  0,  0,  1, 1000
  2,  7,  0,  1,  1,  0, -1, 1000
 11,  0,  0,  0,  2,  0,  1, 1000
  3, 17,  0,  4,  0,  1, -1, 1000
  9,  3,  2,  0,  1,  0,  1, 1000
  1, 22,  0,  1,  0,  0, -1, 1000
  6,  3,  1,  0,  2,  0,  1, 1000
  2,  9,  0,  2,  0,  0, -1, 1000
  1,  9,  0,  0,  0,  0,  1, 1000
  2,  7,  0,  0,  0,  0, -1, 1000
  3,  4,  0,  0,  0,  0,  1, 1000
  4,  8,  1,  2,  1,  0, -1, 1000
  7,  3,  2,  0,  0,  0,  1, 1000
  4, 14,  0,  0,  0,  2, -1, 1000
  3,  9,  1,  0,  0,  0,  1, 1000
  0,  7,  0,  0,  0,  0, -1, 1000
  1,  8,  0,  0,  0,  2,  1, 1000
  0,  6,  0,  0,  0,  1, -1, 1000
  2,  7,  1,  0,  1,  0,  1, 1000
  3, 10,  0,  1,  0,  0, -1, 1000
  3,  7,  0,  0,  0,  1,  1, 1000
  2,  7,  0,  0,  0,  1, -1, 1000
 11,  2,  4,  0,  2,  0,  1, 1000
  7,  4,  3,  0,  0,  1, -1, 1000
  7,  3,  5,  0,  0,  0,  1, 1000
  1,  6,  1,  0,  1,  0, -1, 1000
 11,  1,  1,  1,  0,  0,  1, 1000
  1,  9,  1,  0,  0,  0, -1, 1000
  6,  4,  2,  1,  1,  0,  1, 1000
  1,  1,  0,  0,  0,  0, -1, 1000
  2,  2,  1,  0,  0,  0,  1, 1000
  6, 18,  3,  1,  0,  0, -1, 1000
 12,  2,  1,  0,  0,  1,  1, 1000
  3,  6,  0,  0,  0,  1, -1, 1000
  5,  3,  1,  0,  1,  0,  1, 1000
  0,  8,  0,  1,  0,  2, -1, 1000
  2,  5,  0,  0,  0,  0,  1, 1000
  6,  8,  0,  0,  0,  0, -1, 1000
  8,  1,  0,  0,  2,  0,  1, 1000
  3,  9,  0,  0,  0,  0, -1, 1000
  9,  2,  2,  0,  0,  0,  1, 1000
  2,  6,  0,  2,  1,  0, -1, 1000
  6,  5,  1,  0,  0,  0,  1, 1000
  0,  3,  0,  0,  0,  0, -1, 1000
  2, 10,  0,  0,  0,  1,  1, 1000
  5,  6,  0,  0,  0,  1, -1, 1000
 10,  3,  1,  0,  0,  0,  1, 1000
  2,  3,  0,  1,  0,  0, -1, 1000
  9,  3,  1,  0,  2,  0,  1, 1000
  0, 15,  0,  1,  0,  0, -1, 1000
